application_date,business_age,annual_revenue,credit_score,loan_amount,existing_debt,debt_to_income_ratio,loan_to_income_ratio,default_probability,default,industry
2025-06-15,6.0,514026,814.0,389269,174095,0.34,0.76,0.257,0,Manufacturing
2025-06-16,9.0,758736,761.0,161453,74782,0.1,0.21,0.082,0,Other
2025-06-17,6.0,464047,750.0,120350,180791,0.39,0.26,0.038,1,Manufacturing
2025-06-18,5.0,653867,772.0,364306,298118,0.46,0.56,0.314,0,Services
2025-06-19,10.0,75265,836.0,434428,256322,3.41,5.77,1.0,1,Services
2025-06-20,3.0,1091149,823.0,313637,172647,0.16,0.29,0.186,0,Other
2025-06-21,18.0,1792011,657.0,411266,12536,0.01,0.23,0.184,1,Retail
2025-06-22,5.0,1632063,516.0,219459,220622,0.14,0.13,0.329,1,Services
2025-06-23,9.0,1179330,563.0,291322,133781,0.11,0.25,0.382,0,Services
2025-06-24,11.0,472900,731.0,263744,66904,0.14,0.56,0.257,1,Other
2025-06-25,9.0,955032,805.0,401063,290090,0.3,0.42,0.288,0,Other
2025-06-26,6.0,1331170,827.0,139367,137496,0.1,0.1,0.0,0,Retail
2025-06-27,2.0,1819301,832.0,262982,99649,0.05,0.14,0.014,0,Retail
2025-06-28,5.0,363513,644.0,449184,211477,0.58,1.24,0.556,1,Retail
2025-06-29,8.0,1204000,684.0,478011,91687,0.08,0.4,0.368,1,Other
2025-06-30,7.0,849678,762.0,360486,134446,0.16,0.42,0.174,0,Manufacturing
2025-07-01,3.0,172880,837.0,387601,25596,0.15,2.24,0.437,0,Retail
2025-07-02,17.0,1736913,742.0,309270,45039,0.03,0.18,0.007,0,Services
2025-07-03,14.0,417497,647.0,448307,219397,0.53,1.07,0.424,1,Services
2025-07-04,3.0,1274653,675.0,309197,163920,0.13,0.24,0.246,0,Manufacturing
2025-07-05,17.0,1658306,560.0,62422,219920,0.13,0.04,0.303,1,Retail
2025-07-06,14.0,1457507,575.0,497532,190408,0.13,0.34,0.277,0,Services
2025-07-07,6.0,764142,692.0,367892,90879,0.12,0.48,0.399,0,Manufacturing
2025-07-08,11.0,965758,637.0,246820,30430,0.03,0.26,0.378,1,Services
2025-07-09,5.0,1973805,626.0,386384,191285,0.1,0.2,0.51,1,Retail
2025-07-10,8.0,690061,687.0,432599,285452,0.41,0.63,0.424,0,Services
2025-07-11,4.0,1197404,821.0,69435,10774,0.01,0.06,0.0,0,Manufacturing
2025-07-12,4.0,1713632,553.0,60852,9726,0.01,0.04,0.278,0,Other
2025-07-13,16.0,611472,830.0,223848,47552,0.08,0.37,0.0,0,Retail
2025-07-14,4.0,1408942,566.0,123539,65381,0.05,0.09,0.248,0,Manufacturing
2025-07-15,18.0,394610,662.0,430365,78512,0.2,1.09,0.412,1,Manufacturing
2025-07-16,15.0,697814,790.0,455527,157607,0.23,0.65,0.176,1,Retail
2025-07-17,17.0,794194,517.0,43452,274253,0.35,0.05,0.463,1,Retail
2025-07-18,16.0,701921,776.0,375513,164980,0.24,0.53,0.23,1,Manufacturing
2025-07-19,4.0,1676146,703.0,229817,223338,0.13,0.14,0.379,1,Other
2025-07-20,8.0,722488,653.0,102915,240332,0.33,0.14,0.265,1,Services
2025-07-21,1.0,1186509,618.0,191703,175437,0.15,0.16,0.389,1,Services
2025-07-22,2.0,1203023,608.0,331725,207798,0.17,0.28,0.395,1,Retail
2025-07-23,11.0,1889100,810.0,258681,132620,0.07,0.14,0.106,1,Services
2025-07-24,13.0,1246533,692.0,172468,277907,0.22,0.14,0.334,1,Manufacturing
2025-07-25,3.0,1172066,548.0,131154,254624,0.22,0.11,0.428,1,Manufacturing
2025-07-26,15.0,1319534,655.0,477754,111239,0.08,0.36,0.179,0,Other
2025-07-27,9.0,1400763,740.0,398497,181092,0.13,0.28,0.0,0,Manufacturing
2025-07-28,9.0,497248,599.0,105595,187310,0.38,0.21,0.528,1,Retail
2025-07-29,3.0,1636720,689.0,82683,254679,0.16,0.05,0.215,1,Manufacturing
2025-07-30,11.0,657493,730.0,437217,118711,0.18,0.66,0.271,1,Retail
2025-07-31,4.0,1941287,764.0,485249,157712,0.08,0.25,0.129,0,Services
2025-08-01,8.0,1463638,640.0,215526,83948,0.06,0.15,0.257,1,Other
2025-08-02,10.0,938344,560.0,281765,118686,0.13,0.3,0.4,1,Manufacturing
2025-08-03,11.0,950973,597.0,279771,39904,0.04,0.29,0.292,1,Retail
2025-08-04,2.0,712198,692.0,314408,103610,0.15,0.44,0.163,0,Other
2025-08-05,8.0,1164622,790.0,225822,232661,0.2,0.19,0.094,0,Services
2025-08-06,8.0,841857,586.0,221953,186546,0.22,0.26,0.27,0,Other
2025-08-07,9.0,179689,743.0,273024,172623,0.96,1.52,0.69,1,Other
2025-08-08,12.0,739745,594.0,60409,96035,0.13,0.08,0.192,0,Other
2025-08-09,5.0,1158035,618.0,162870,77393,0.07,0.14,0.265,1,Manufacturing
2025-08-10,13.0,598453,583.0,111488,42525,0.07,0.19,0.259,1,Manufacturing
2025-08-11,4.0,367895,637.0,317113,98004,0.27,0.86,0.348,0,Retail
2025-08-12,5.0,376856,570.0,43186,228690,0.61,0.11,0.541,1,Other
2025-08-13,16.0,1687252,693.0,192582,184616,0.11,0.11,0.063,0,Other
2025-08-14,18.0,310857,576.0,221711,84346,0.27,0.71,0.501,1,Manufacturing
2025-08-15,17.0,1034773,676.0,120172,120976,0.12,0.12,0.182,1,Services
2025-08-16,3.0,1056867,580.0,402475,70569,0.07,0.38,0.272,1,Services
2025-08-17,17.0,183250,817.0,27209,105209,0.57,0.15,0.215,0,Services
2025-08-18,11.0,1826558,756.0,259726,211228,0.12,0.14,0.175,1,Other
2025-08-19,7.0,363923,632.0,394544,211197,0.58,1.08,0.471,1,Services
2025-08-20,12.0,245888,678.0,101362,99295,0.4,0.41,0.472,1,Retail
2025-08-21,11.0,443506,738.0,155731,149304,0.34,0.35,0.191,1,Manufacturing
2025-08-22,12.0,385205,722.0,491052,269840,0.7,1.27,0.554,1,Services
2025-08-23,9.0,1873819,788.0,331376,17140,0.01,0.18,0.0,0,Other
2025-08-24,8.0,843685,546.0,232692,187093,0.22,0.28,0.397,1,Retail
2025-08-25,2.0,1633323,663.0,388948,201741,0.12,0.24,0.436,1,Other
2025-08-26,13.0,1716113,657.0,210199,71389,0.04,0.12,0.216,0,Other
2025-08-27,17.0,1031623,761.0,392458,37450,0.04,0.38,0.039,0,Retail
2025-08-28,3.0,141470,603.0,172171,165118,1.17,1.22,0.859,1,Manufacturing
2025-08-29,12.0,1971634,555.0,213989,176139,0.09,0.11,0.316,1,Retail
2025-08-30,16.0,232678,777.0,122016,16527,0.07,0.52,0.058,0,Retail
2025-08-31,1.0,1888638,645.0,313483,172021,0.09,0.17,0.289,1,Retail
2025-09-01,13.0,1381937,738.0,236022,150286,0.11,0.17,0.12,0,Retail
2025-09-02,19.0,1420934,596.0,137309,79249,0.06,0.1,0.194,0,Manufacturing
2025-09-03,6.0,1502142,544.0,190857,257716,0.17,0.13,0.207,1,Other
2025-09-04,6.0,203106,736.0,361272,123548,0.61,1.78,0.529,1,Manufacturing
2025-09-05,14.0,1346127,663.0,141024,88839,0.07,0.1,0.055,0,Manufacturing
2025-09-06,8.0,1972031,582.0,398338,263389,0.13,0.2,0.424,1,Manufacturing
2025-09-07,12.0,836629,803.0,96811,55722,0.07,0.12,0.182,0,Services
2025-09-08,10.0,140575,848.0,110612,32816,0.23,0.79,0.159,0,Retail
2025-09-09,10.0,993522,679.0,13859,6431,0.01,0.01,0.358,1,Manufacturing
2025-09-10,3.0,426164,728.0,462563,249378,0.59,1.09,0.518,1,Services
2025-09-11,6.0,1831319,580.0,211881,179220,0.1,0.12,0.375,1,Services
2025-09-12,4.0,71601,560.0,271236,293131,4.09,3.79,1.0,1,Retail
2025-09-13,4.0,995444,509.0,463234,38143,0.04,0.47,0.369,1,Services
2025-09-14,6.0,943375,691.0,287537,129636,0.14,0.3,0.315,1,Services
2025-09-15,1.0,1009255,577.0,325199,225635,0.22,0.32,0.371,1,Retail
2025-09-16,15.0,1602810,618.0,130739,74340,0.05,0.08,0.188,0,Retail
2025-09-17,18.0,794062,580.0,99798,159824,0.2,0.13,0.244,1,Manufacturing
2025-09-18,14.0,1671697,599.0,161121,83442,0.05,0.1,0.377,1,Retail
2025-09-19,8.0,1465423,710.0,220179,215864,0.15,0.15,0.153,0,Services
2025-09-20,12.0,577608,749.0,211978,299064,0.52,0.37,0.209,1,Manufacturing
2025-09-21,18.0,1413288,663.0,82885,299691,0.21,0.06,0.0,0,Manufacturing
2025-09-22,9.0,630640,573.0,47584,75682,0.12,0.08,0.264,1,Other
2025-09-23,3.0,741394,623.0,165844,81159,0.11,0.22,0.217,1,Retail
2025-09-24,16.0,1588806,588.0,257939,125016,0.08,0.16,0.38,0,Retail
2025-09-25,19.0,316016,597.0,68799,138771,0.44,0.22,0.27,0,Manufacturing
2025-09-26,12.0,1761669,525.0,226387,134861,0.08,0.13,0.398,1,Manufacturing
2025-09-27,17.0,1012051,742.0,357739,218854,0.22,0.35,0.253,1,Services
2025-09-28,19.0,1075838,694.0,389602,221244,0.21,0.36,0.171,0,Retail
2025-09-29,13.0,1819202,837.0,379159,21747,0.01,0.21,0.0,0,Services
2025-09-30,5.0,1796838,654.0,12420,46154,0.03,0.01,0.204,0,Manufacturing
2025-10-01,17.0,997716,818.0,366885,177647,0.18,0.37,0.221,1,Retail
2025-10-02,2.0,1350192,588.0,112604,152640,0.11,0.08,0.365,1,Retail
2025-10-03,10.0,1096007,507.0,104419,69559,0.06,0.1,0.457,0,Manufacturing
2025-10-04,15.0,1391131,670.0,262995,135474,0.1,0.19,0.244,0,Manufacturing
2025-10-05,1.0,1291922,652.0,225218,201746,0.16,0.17,0.092,0,Manufacturing
2025-10-06,9.0,59115,769.0,55641,160880,2.72,0.94,1.0,1,Services
2025-10-07,14.0,78842,798.0,250212,176492,2.24,3.17,1.0,1,Retail
2025-10-08,18.0,158475,761.0,189251,79149,0.5,1.19,0.548,1,Manufacturing
2025-10-09,1.0,851701,843.0,339169,217057,0.25,0.4,0.028,0,Other
2025-10-10,8.0,932524,779.0,318811,233181,0.25,0.34,0.269,1,Retail
2025-10-11,16.0,1679050,620.0,53954,158886,0.09,0.03,0.177,0,Other
2025-10-12,1.0,1176430,641.0,77385,144524,0.12,0.07,0.45,1,Services
2025-10-13,15.0,911161,597.0,39077,298147,0.33,0.04,0.372,1,Retail
2025-10-14,19.0,782037,571.0,12370,125622,0.16,0.02,0.309,0,Retail
2025-10-15,16.0,446271,615.0,366080,142905,0.32,0.82,0.416,1,Retail
2025-10-16,12.0,1367156,819.0,39473,91243,0.07,0.03,0.208,0,Other
2025-10-17,19.0,1665765,678.0,322431,227864,0.14,0.19,0.25,0,Services
2025-10-18,10.0,1434241,764.0,150568,269570,0.19,0.1,0.122,1,Manufacturing
2025-10-19,2.0,124176,719.0,303015,23160,0.19,2.44,0.564,1,Manufacturing
2025-10-20,19.0,531334,832.0,239238,97029,0.18,0.45,0.158,0,Retail
2025-10-21,11.0,1178794,849.0,179486,16505,0.01,0.15,0.0,0,Services
2025-10-22,16.0,1330192,600.0,95370,108603,0.08,0.07,0.378,1,Manufacturing
2025-10-23,17.0,275065,630.0,426714,233400,0.85,1.55,0.685,1,Manufacturing
2025-10-24,6.0,969394,613.0,264474,231298,0.24,0.27,0.464,1,Retail
2025-10-25,9.0,908308,739.0,190463,65,0.0,0.21,0.148,1,Services
2025-10-26,2.0,1948616,615.0,436893,86379,0.04,0.22,0.068,0,Services
2025-10-27,15.0,715509,523.0,456319,83452,0.12,0.64,0.455,1,Services
2025-10-28,12.0,683939,620.0,13844,83023,0.12,0.02,0.214,0,Services
2025-10-29,3.0,1532781,743.0,118637,143976,0.09,0.08,0.107,0,Services
2025-10-30,5.0,559467,661.0,84105,1933,0.0,0.15,0.247,0,Other
2025-10-31,10.0,259960,520.0,437423,211248,0.81,1.68,0.747,1,Services
2025-11-01,18.0,1044491,717.0,191978,235843,0.23,0.18,0.156,0,Retail
2025-11-02,5.0,1422268,516.0,231662,281869,0.2,0.16,0.522,1,Retail
2025-11-03,6.0,1635972,611.0,10238,112450,0.07,0.01,0.093,0,Manufacturing
2025-11-04,15.0,1594903,626.0,169778,84441,0.05,0.11,0.142,0,Other
2025-11-05,3.0,703690,832.0,458213,215199,0.31,0.65,0.247,0,Services
2025-11-06,8.0,384515,550.0,365100,237171,0.62,0.95,0.671,1,Services
2025-11-07,3.0,1395391,761.0,434827,203676,0.15,0.31,0.189,1,Other
2025-11-08,3.0,1843623,544.0,471984,64471,0.03,0.26,0.211,1,Services
2025-11-09,5.0,864391,616.0,443264,136707,0.16,0.51,0.228,1,Other
2025-11-10,3.0,721844,844.0,227839,39873,0.06,0.32,0.074,0,Services
2025-11-11,13.0,376070,826.0,22535,242013,0.64,0.06,0.279,1,Services
2025-11-12,18.0,916467,590.0,319664,210964,0.23,0.35,0.257,1,Manufacturing
2025-11-13,12.0,994249,690.0,84799,235072,0.24,0.09,0.15,0,Services
2025-11-14,8.0,1885323,765.0,22821,263028,0.14,0.01,0.0,0,Other
2025-11-15,2.0,1799082,843.0,257908,298366,0.17,0.14,0.042,0,Retail
2025-11-16,13.0,1557804,648.0,294260,131463,0.08,0.19,0.025,0,Retail
2025-11-17,19.0,1952444,748.0,250218,229806,0.12,0.13,0.0,0,Other
2025-11-18,8.0,388460,769.0,438269,122544,0.32,1.13,0.459,1,Manufacturing
2025-11-19,5.0,1947385,816.0,108133,79324,0.04,0.06,0.0,0,Services
2025-11-20,18.0,247953,614.0,447526,141398,0.57,1.8,0.732,1,Retail
2025-11-21,11.0,1869925,514.0,244912,205517,0.11,0.13,0.443,1,Other
2025-11-22,18.0,1691457,684.0,186223,18867,0.01,0.11,0.013,0,Manufacturing
2025-11-23,15.0,1158487,716.0,349893,29553,0.03,0.3,0.092,0,Retail
2025-11-24,18.0,328651,509.0,381291,161241,0.49,1.16,0.813,1,Other
2025-11-25,18.0,896205,722.0,335161,263961,0.29,0.37,0.145,1,Other
2025-11-26,12.0,384590,763.0,266202,97311,0.25,0.69,0.049,1,Services
2025-11-27,15.0,1790383,642.0,336584,103862,0.06,0.19,0.086,0,Manufacturing
2025-11-28,18.0,1288079,541.0,49391,280873,0.22,0.04,0.244,1,Other
2025-11-29,8.0,1198549,794.0,139771,88028,0.07,0.12,0.137,1,Manufacturing
2025-11-30,7.0,1870644,765.0,113802,217502,0.12,0.06,0.137,0,Retail
2025-12-01,11.0,1658461,721.0,62689,6451,0.0,0.04,0.214,0,Services
2025-12-02,3.0,1577987,518.0,92996,255225,0.16,0.06,0.472,1,Services
2025-12-03,6.0,838864,706.0,12667,102705,0.12,0.02,0.213,0,Other
2025-12-04,1.0,454311,684.0,306529,231851,0.51,0.67,0.481,1,Manufacturing
2025-12-05,9.0,1477942,533.0,60866,170401,0.12,0.04,0.213,0,Services
2025-12-06,19.0,1397283,551.0,71763,30392,0.02,0.05,0.222,1,Manufacturing
2025-12-07,8.0,385882,647.0,204451,248470,0.64,0.53,0.529,1,Manufacturing
2025-12-08,6.0,1330862,678.0,10165,289055,0.22,0.01,0.351,0,Other
2025-12-09,8.0,1313199,546.0,411940,135089,0.1,0.31,0.527,1,Other
2025-12-10,5.0,1039478,508.0,404222,281654,0.27,0.39,0.521,1,Other
2025-12-11,18.0,1399236,837.0,185717,180821,0.13,0.13,0.0,0,Retail
2025-12-12,10.0,546886,809.0,305079,156463,0.29,0.56,0.21,0,Retail
2025-12-13,5.0,466153,799.0,279310,278259,0.6,0.6,0.28,1,Manufacturing
2025-12-14,4.0,131330,513.0,161853,270825,2.06,1.23,1.0,1,Other
2025-12-15,9.0,1158479,801.0,308445,98255,0.08,0.27,0.088,0,Manufacturing
2025-12-16,5.0,1667109,627.0,29303,269378,0.16,0.02,0.326,0,Services
2025-12-17,10.0,1308247,832.0,420319,97764,0.07,0.32,0.139,0,Retail
2025-12-18,12.0,1684593,692.0,113247,160762,0.1,0.07,0.306,1,Services
2025-12-19,4.0,1406614,660.0,350401,107728,0.08,0.25,0.139,0,Retail
2025-12-20,18.0,1518284,693.0,334819,289061,0.19,0.22,0.285,1,Manufacturing
2025-12-21,13.0,1597522,595.0,487158,35081,0.02,0.3,0.313,1,Retail
2025-12-22,15.0,828627,684.0,351343,109473,0.13,0.42,0.344,0,Retail
2025-12-23,6.0,853299,633.0,497538,85374,0.1,0.58,0.242,0,Other
2025-12-24,11.0,1916093,788.0,98246,165135,0.09,0.05,0.006,0,Other
2025-12-25,4.0,501223,810.0,497295,242729,0.48,0.99,0.437,1,Retail
2025-12-26,7.0,1396308,739.0,335385,241354,0.17,0.24,0.07,0,Services
2025-12-27,19.0,1039272,656.0,193298,289776,0.28,0.19,0.388,1,Manufacturing
2025-12-28,1.0,1924335,627.0,238894,38653,0.02,0.12,0.022,0,Manufacturing
2025-12-29,7.0,563532,744.0,459625,171978,0.31,0.82,0.411,1,Manufacturing
2025-12-30,16.0,252175,790.0,13579,95707,0.38,0.05,0.0,0,Manufacturing
2025-12-31,14.0,1876109,588.0,81037,144889,0.08,0.04,0.17,0,Manufacturing
2026-01-01,16.0,1280316,798.0,208612,206311,0.16,0.16,0.061,1,Other
2026-01-02,12.0,822456,656.0,328761,282237,0.34,0.4,0.374,0,Services
2026-01-03,2.0,637661,800.0,142780,241423,0.38,0.22,0.109,0,Services
2026-01-04,5.0,608547,834.0,420917,172417,0.28,0.69,0.214,1,Services
2026-01-05,17.0,473967,729.0,306444,116271,0.25,0.65,0.184,1,Retail
2026-01-06,13.0,1091773,710.0,166301,210327,0.19,0.15,0.235,0,Retail
2026-01-07,5.0,783387,598.0,166948,21648,0.03,0.21,0.296,1,Other
2026-01-08,12.0,336161,625.0,94681,57897,0.17,0.28,0.43,1,Other
2026-01-09,5.0,1189125,543.0,110778,100200,0.08,0.09,0.448,1,Other
2026-01-10,10.0,455836,763.0,19345,3572,0.01,0.04,0.167,0,Retail
2026-01-11,1.0,1098679,660.0,350768,86658,0.08,0.32,0.336,0,Other
2026-01-12,12.0,171677,547.0,230082,62444,0.36,1.34,0.572,1,Manufacturing
2026-01-13,2.0,1403331,677.0,167840,21703,0.02,0.12,0.367,1,Manufacturing
2026-01-14,9.0,672445,814.0,474407,131500,0.2,0.71,0.35,1,Other
2026-01-15,13.0,654140,741.0,444407,136982,0.21,0.68,0.185,0,Retail
2026-01-16,7.0,1079090,836.0,436587,43399,0.04,0.4,0.229,1,Manufacturing
2026-01-17,16.0,1755097,669.0,245610,165201,0.09,0.14,0.184,1,Services
2026-01-18,19.0,783254,708.0,221757,224835,0.29,0.28,0.322,1,Manufacturing
2026-01-19,5.0,833412,578.0,12256,162743,0.2,0.01,0.251,1,Retail
2026-01-20,3.0,1517935,584.0,251521,6574,0.0,0.17,0.231,0,Manufacturing
2026-01-21,7.0,977076,643.0,418864,163094,0.17,0.43,0.277,0,Services
2026-01-22,7.0,1753791,642.0,471111,95867,0.05,0.27,0.41,1,Services
2026-01-23,3.0,1811767,532.0,296917,243099,0.13,0.16,0.346,1,Manufacturing
2026-01-24,9.0,205243,640.0,351924,110438,0.54,1.71,0.605,1,Retail
2026-01-25,5.0,1617488,826.0,362784,68981,0.04,0.22,0.099,1,Other
2026-01-26,15.0,1568139,624.0,46204,186397,0.12,0.03,0.395,1,Other
2026-01-27,17.0,1220247,528.0,104501,140567,0.12,0.09,0.469,1,Retail
2026-01-28,17.0,1162027,839.0,229313,76732,0.07,0.2,0.031,0,Services
2026-01-29,15.0,1755615,572.0,21234,101156,0.06,0.01,0.234,0,Services
2026-01-30,7.0,220209,566.0,28635,44294,0.2,0.13,0.447,1,Manufacturing
2026-01-31,13.0,1102141,516.0,234345,286051,0.26,0.21,0.224,1,Other
2026-02-01,10.0,424427,675.0,233800,148489,0.35,0.55,0.293,0,Retail
2026-02-02,11.0,818113,613.0,389735,261871,0.32,0.48,0.324,0,Manufacturing
2026-02-03,4.0,1921782,518.0,173235,80878,0.04,0.09,0.29,1,Services
2026-02-04,4.0,1150198,678.0,485195,33004,0.03,0.42,0.394,1,Other
2026-02-05,17.0,1801331,554.0,64552,157211,0.09,0.04,0.322,0,Services
2026-02-06,14.0,767973,777.0,165296,71042,0.09,0.22,0.329,1,Services
2026-02-07,5.0,1174617,674.0,81271,11187,0.01,0.07,0.301,1,Services
2026-02-08,14.0,549252,810.0,469556,35098,0.06,0.85,0.349,1,Manufacturing
2026-02-09,5.0,348515,725.0,229782,193400,0.55,0.66,0.437,1,Retail
2026-02-10,6.0,719394,726.0,358644,166161,0.23,0.5,0.336,0,Retail
2026-02-11,4.0,1993691,776.0,444117,245413,0.12,0.22,0.117,0,Other
2026-02-12,4.0,1089971,679.0,422975,13546,0.01,0.39,0.444,1,Manufacturing
2026-02-13,9.0,143135,625.0,378680,56800,0.4,2.65,0.862,1,Retail
2026-02-14,8.0,1027850,799.0,233206,169709,0.17,0.23,0.297,1,Retail
2026-02-15,13.0,630596,785.0,45919,253758,0.4,0.07,0.159,1,Other
2026-02-16,8.0,1431860,518.0,456311,284075,0.2,0.32,0.312,1,Other
2026-02-17,1.0,1682195,548.0,174184,215261,0.13,0.1,0.359,1,Other
2026-02-18,6.0,1992804,800.0,145397,4791,0.0,0.07,0.167,1,Manufacturing
2026-02-19,2.0,1853427,661.0,314496,52688,0.03,0.17,0.238,1,Services
2026-02-20,8.0,1581386,776.0,135655,118092,0.07,0.09,0.034,0,Services
2026-02-21,2.0,562670,710.0,89145,125852,0.22,0.16,0.336,0,Other
2026-02-22,6.0,1843258,619.0,70419,290319,0.16,0.04,0.422,1,Other
2026-02-23,18.0,1414142,777.0,306418,18388,0.01,0.22,0.0,0,Manufacturing
2026-02-24,1.0,1225947,846.0,53931,4766,0.0,0.04,0.0,0,Services
2026-02-25,7.0,1378381,636.0,81152,288026,0.21,0.06,0.149,0,Services
2026-02-26,15.0,675229,698.0,331273,50184,0.07,0.49,0.045,0,Other
2026-02-27,15.0,103247,550.0,371868,50480,0.49,3.6,1.0,1,Manufacturing
2026-02-28,2.0,1839100,748.0,186950,83938,0.05,0.1,0.002,0,Other
2026-03-01,4.0,1807983,826.0,398600,231114,0.13,0.22,0.043,0,Manufacturing
2026-03-02,11.0,989321,558.0,356760,200280,0.2,0.36,0.305,0,Manufacturing
2026-03-03,4.0,1757792,541.0,52855,40297,0.02,0.03,0.416,1,Manufacturing
2026-03-04,10.0,1686220,829.0,463292,79914,0.05,0.27,0.097,0,Services
2026-03-05,16.0,512064,630.0,132620,18043,0.04,0.26,0.345,0,Retail
2026-03-06,8.0,1120211,589.0,417580,231775,0.21,0.37,0.186,1,Retail
2026-03-07,9.0,1715712,700.0,135820,147122,0.09,0.08,0.243,1,Other
2026-03-08,17.0,1226270,507.0,35823,10488,0.01,0.03,0.17,0,Other
2026-03-09,8.0,1795645,677.0,285623,135096,0.08,0.16,0.117,0,Other
2026-03-10,1.0,1239995,844.0,277940,218,0.0,0.22,0.0,0,Retail
2026-03-11,5.0,816842,680.0,450695,924,0.0,0.55,0.372,1,Other
2026-03-12,11.0,635774,771.0,400376,259316,0.41,0.63,0.145,0,Services
2026-03-13,16.0,73332,534.0,180373,28749,0.39,2.46,0.834,1,Manufacturing
2026-03-14,3.0,1752133,503.0,84802,13621,0.01,0.05,0.273,1,Retail
2026-03-15,7.0,307006,597.0,310722,93781,0.31,1.01,0.65,1,Services
2026-03-16,16.0,1714320,629.0,467378,12557,0.01,0.27,0.247,1,Other
2026-03-17,8.0,1592860,779.0,188494,43662,0.03,0.12,0.0,0,Manufacturing
2026-03-18,5.0,1920787,556.0,198680,296323,0.15,0.1,0.434,1,Services
2026-03-19,2.0,193805,802.0,230871,195859,1.01,1.19,0.739,1,Manufacturing
2026-03-20,7.0,1278986,773.0,143529,154595,0.12,0.11,0.314,1,Services
2026-03-21,13.0,1043691,833.0,337872,277756,0.27,0.32,0.112,0,Other
2026-03-22,1.0,1976287,571.0,129897,40204,0.02,0.07,0.319,0,Manufacturing
2026-03-23,7.0,1607395,707.0,14697,299819,0.19,0.01,0.28,1,Other
2026-03-24,9.0,591258,693.0,148139,7075,0.01,0.25,0.166,0,Retail
2026-03-25,10.0,1817655,616.0,298061,56090,0.03,0.16,0.049,1,Manufacturing
2026-03-26,15.0,1762358,721.0,99907,9129,0.01,0.06,0.193,0,Retail
2026-03-27,18.0,1725980,508.0,228012,112244,0.07,0.13,0.48,1,Manufacturing
2026-03-28,13.0,1051535,763.0,296742,181979,0.17,0.28,0.308,1,Services
2026-03-29,11.0,975282,570.0,243685,240513,0.25,0.25,0.373,0,Manufacturing
2026-03-30,3.0,1556426,809.0,122599,196956,0.13,0.08,0.053,0,Other
2026-03-31,15.0,834332,568.0,290005,123554,0.15,0.35,0.577,1,Manufacturing
2026-04-01,15.0,1243077,659.0,86786,75986,0.06,0.07,0.402,1,Other
2026-04-02,6.0,1520214,832.0,498376,265987,0.17,0.33,0.247,0,Manufacturing
2026-04-03,6.0,926244,821.0,245856,80855,0.09,0.27,0.0,0,Services
2026-04-04,15.0,1784183,662.0,107658,227131,0.13,0.06,0.224,1,Services
2026-04-05,2.0,1131706,676.0,82503,82170,0.07,0.07,0.274,1,Other
2026-04-06,8.0,370945,636.0,142401,59230,0.16,0.38,0.293,1,Retail
2026-04-07,6.0,1114707,700.0,88051,199319,0.18,0.08,0.161,0,Manufacturing
2026-04-08,16.0,1068723,519.0,699862,231880,0.22,0.36,0.576,1,Other
2026-04-09,5.0,1701380,765.0,371955,63053,0.04,0.22,0.016,0,Manufacturing
2026-04-10,13.0,1939379,747.0,425757,200660,0.1,0.22,0.258,0,Services
2026-04-11,18.0,585067,608.0,153901,43259,0.07,0.26,0.099,0,Other
2026-04-12,4.0,1414384,756.0,454846,126609,0.09,0.32,0.096,0,Retail
2026-04-13,3.0,1757234,586.0,323352,232086,0.13,0.18,0.355,1,Manufacturing
2026-04-14,2.0,128429,657.0,427507,72086,0.56,3.33,1.0,1,Other
2026-04-15,12.0,1535305,706.0,140568,242274,0.16,0.09,0.22,1,Other
2026-04-16,7.0,1491376,794.0,479903,30747,0.02,0.32,0.031,0,Manufacturing
2026-04-17,15.0,462228,753.0,123673,67559,0.15,0.27,0.213,1,Retail
2026-04-18,9.0,808052,605.0,444346,105081,0.13,0.55,0.42,1,Retail
2026-04-19,3.0,1019438,683.0,210200,13522,0.01,0.21,0.258,1,Other
2026-04-20,11.0,1538034,720.0,376756,44191,0.03,0.24,0.13,0,Other
2026-04-21,3.0,255249,691.0,154042,64471,0.25,0.6,0.188,1,Other
2026-04-22,14.0,1202268,679.0,460163,53002,0.04,0.38,0.339,1,Retail
2026-04-23,10.0,928457,511.0,251882,59979,0.06,0.27,0.306,1,Other
2026-04-24,14.0,974032,800.0,200320,174913,0.18,0.21,0.087,0,Services
2026-04-25,16.0,1117781,578.0,170635,195508,0.17,0.15,0.237,0,Other
2026-04-26,11.0,97189,586.0,186484,78281,0.81,1.92,0.802,1,Retail
2026-04-27,14.0,288989,770.0,102166,243595,0.84,0.35,0.354,1,Other
2026-04-28,14.0,1651795,755.0,50595,137182,0.08,0.03,0.0,0,Retail
2026-04-29,15.0,1993162,692.0,445191,53258,0.03,0.22,0.276,0,Other
2026-04-30,15.0,1996456,727.0,317787,76287,0.04,0.16,0.0,0,Manufacturing
2026-05-01,12.0,103234,630.0,349885,199300,1.93,3.39,1.0,1,Services
2026-05-02,17.0,557496,753.0,457226,248834,0.45,0.82,0.413,1,Services
2026-05-03,4.0,353090,760.0,269017,257651,0.73,0.76,0.564,1,Services
2026-05-04,15.0,365301,582.0,699862,33790,0.09,0.7,0.474,0,Retail
2026-05-05,9.0,1299426,632.0,341117,12434,0.01,0.26,0.146,0,Manufacturing
